,Species,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Number.of.Bags,Bag.Weight,Harvest.Year,Processing.Method,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalScore
115,Arabica,brian speckman,Kenya,,37/00395/0335,,320,60 kg,2009-2010,,,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,0.06,1,0,9,m,NA,NA,NA,84.92
116,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,Taiwan,taiwan coffee laboratory,10,20 kg,2016,Natural / Dry,Green,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0,0,0,0,m,350,350,350,84.83
117,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,0,kawacom uganda ltd,1,60 kg,2013,Natural / Dry,Green,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,0.12,0,0,1,m,1400,1900,1650,84.83
118,Arabica,kona pacific farmers cooperative,United States (Hawaii),,220457,kona pacific farmers cooperative,14,100 lbs,2012,Natural / Dry,,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,0,3,0,15,ft,NA,NA,NA,84.83
119,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,010/0145,,300,6,2009/2010,,,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,0.1,0,0,2,m,1500,2000,1750,84.83
120,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,010/0145,,300,6,2009/2010,,,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,0.1,0,0,4,m,1500,2000,1750,84.83
121,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,,matsuzawa coffee,50,50 kg,2015,Pulped natural / honey,Green,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,0.12,0,0,0,m,NA,NA,NA,84.75
122,Arabica,lydiah mwangi,Kenya,karatina,KE 9143,c dorman ltd,150,60 kg,2014,Washed / Wet,Green,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,0.13,0,0,0,m,1800,1800,1800,84.75
123,Arabica,cadexsa,Honduras,cerro bueno,13-63-174,cadexsa,275,1 kg,2014,Washed / Wet,Green,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,0.11,0,0,4,m,1450,1450,1450,84.75
124,Arabica,the coffee source inc.,El Salvador,several,9/29/1986,,250,69 kg,2010-2011,,,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,0.15,0,0,3,m,1200,1200,1200,84.75
125,Arabica,grounds for health admin,Nicaragua,santa martha,1-053-0222,,2,6,2009 - 2010,,,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,0.18,0,0,2,m,800,1050,925,84.75
126,Arabica,consejo salvadoreño del café,El Salvador,monterrey,09-392-69,cafetalera del pacifico,150,69 kg,2016,Washed / Wet,Blue-Green,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,0,0,0,2,m,1350,1350,1350,84.67
127,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,,pt. shriya artha nusantara,2,1 kg,2016,Washed / Wet,Green,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0.12,0,0,7,m,1200,1200,1200,84.67
128,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,,matsuzawa coffee,20,1 kg,,Pulped natural / honey,Green,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,0.12,0,0,0,m,170,170,170,84.67
129,Arabica,rodrigo soto,Costa Rica,rio jorco,5-423-0128,panamerican coffee trading,15,69 kg,2015,Washed / Wet,Blue-Green,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,0.1,0,0,2,m,1150,1150,1150,84.67
130,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,11/08/0109,"waelti schoenfeld exportadores de cafe, s.a.",120,34 kg,2015,Washed / Wet,Green,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,0.1,0,0,1,m,1600,1600,1600,84.67
131,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,5-114-0171,coopetarrazú.r.l,50,1 lbs,2014,Washed / Wet,Green,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,0.12,0,0,0,m,1750,1750,1750,84.67
132,Arabica,essencecoffee,Ethiopia,moplaco,33,essence coffee,250,30 kg,2014,Washed / Wet,,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,0.1,0,0,3,m,1900,1900,1900,84.67
133,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,58180422,essence coffee,20,69 kg,2014,Other,Green,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,0.08,0,0,1,m,1750,1750,1750,84.67
134,Arabica,eric thormaehlen,Costa Rica,various,5-0048-0052,coricafe s.a.,275,1 kg,2014,Washed / Wet,Green,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,0.11,0,0,4,m,1200,1200,1200,84.67
135,Arabica,rob tuttle,Costa Rica,,5-1106-0011,thrive farmers,1,2 kg,2012,Washed / Wet,Green,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,0,1,0,10,m,NA,NA,NA,84.67
136,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,,blossom valley宸嶧國際,10,30 kg,2013/2014,Washed / Wet,Green,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0.11,0,0,0,m,1000,1000,1000,84.67
137,Arabica,compañia colombiana agroindustrial s.a,Colombia,,3-79-0543,ecom cca sa,250,70 kg,2013,Washed / Wet,Green,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0,0,0,0,m,1550,1550,1550,84.67
138,Arabica,dream together,Kenya,,n/a,dream together inc.,235,60 kg,2012,Washed / Wet,Bluish-Green,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,0.11,0,0,0,m,2000,2000,2000,84.67
139,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,11/23/1088,"unex guatemala, s.a.",250,1 kg,2012,Washed / Wet,Green,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0.11,0,0,4,ft,1310.64,1310.64,1310.64,84.67
140,Arabica,juan luis alvarado romero,Guatemala,valparaiso,11/1886/02,sertrasa,125,1 kg,2012,Washed / Wet,Green,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,0.12,0,0,4,ft,1524,1524,1524,84.67
141,Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles","703816889, 108282,703816891",organizaciones de productores de cafe colimense sa de cv,80,1 kg,2012,Washed / Wet,,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,0.13,0,0,3,m,1200,1200,1200,84.67
142,Arabica,afca,Uganda,,x,ugacof ltd,320,60 kg,2012,Washed / Wet,Blue-Green,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,0.11,0,0,3,m,1700,1850,1775,84.67
143,Arabica,benjamin schmerler,Peru,,,,1,60 kg,,,,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,0,0,0,3,m,NA,NA,NA,84.67
144,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,010/0145,,300,6,2009/2010,,,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,0.2,0,0,3,m,1500,2000,1750,84.67
145,Arabica,jungle estate,Kenya,jungle estate,,keremara limited,66,60 kg,,Washed / Wet,Blue-Green,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,0.11,0,0,5,m,1754,1754,1754,84.58
146,Arabica,racafe & cia s.c.a,Colombia,,3-37-1724,racafe & cia s.c.a,250,70 kg,2016,Washed / Wet,Blue-Green,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,0,0,0,4,m,1500,1500,1500,84.58
147,Arabica,racafe & cia s.c.a,Colombia,,3-37-1291,racafe & cia s.c.a,125,70 kg,2016,Washed / Wet,Green,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,0,0,1,5,m,NA,NA,NA,84.58
148,Arabica,daniel magu,Kenya,blend,KE 3127,c dorman ltd,100,60 kg,2013,Washed / Wet,Bluish-Green,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,0.1,0,0,2,m,1800,1800,1800,84.58
149,Arabica,juan luis alvarado romero,Guatemala,el morito,11/972/26,"armajaro guatemala, s. a.",250,69 kg,2014,Washed / Wet,Green,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,0.11,0,0,1,ft,1524,1524,1524,84.58
150,Arabica,juan luis alvarado romero,Guatemala,el papaturro,11-23-0291,"unex guatemala, s.a.",250,69 kg,2014,Washed / Wet,Green,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,0.09,0,0,0,ft,1219.2,1219.2,1219.2,84.58
151,Arabica,compañia colombiana agroindustrial s.a,Colombia,,3-79-0542,ecom cca sa,250,70 kg,2013,Washed / Wet,,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,0,0,0,0,m,1550,1550,1550,84.58
152,Arabica,racafe & cia s.c.a,Colombia,,3-37-0930,racafe & cia s.c.a,75,70 kg,2013,Washed / Wet,,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,0,0,0,5,m,1600,1900,1750,84.58
153,Arabica,taylor winch (coffee) ltd.,Kenya,,,taylor winch (coffee) ltd,11,660 kg,2013,Washed / Wet,Green,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,0,0,0,0,m,NA,NA,NA,84.58
154,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0224,exportadora de cafe condor s.a,250,70 kg,2012,Washed / Wet,Green,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,0,0,0,2,m,1750,1750,1750,84.58
155,Arabica,lusso lab,Costa Rica,la chaparral,,lusso coffee lab,1,1 kg,2012,Semi-washed / Semi-pulped,Bluish-Green,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,0.12,0,0,2,m,1450,1700,1575,84.58
156,Arabica,exportadora de cafe condor s.a,Colombia,various,3-68-0005,exportadora de cafe condor s.a,250,70 kg,2012,Washed / Wet,Green,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,0.11,0,0,6,m,1800,1800,1800,84.58
157,Arabica,nucoffee,Brazil,fazenda recreio,002/1251/0069,nucoffee,37,60 kg,2011,Semi-washed / Semi-pulped,Green,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,0.12,0,0,2,m,1300,1300,1300,84.58
158,Arabica,nucoffee,Brazil,fazenda vista alegre,002/1251/0076,nucoffee,35,60 kg,2011,Semi-washed / Semi-pulped,Blue-Green,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,0.11,0,0,1,m,1100,1100,1100,84.58
159,Arabica,max gurdian,Costa Rica,,5-0015-0029,beneficios volcafé costa rica,275,18975 kg,2017 / 2018,Washed / Wet,Bluish-Green,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,0.1,0,0,2,m,1200,1200,1200,84.5
160,Arabica,ecom japan limited,Uganda,kawacom sipi project,035/170/5071146⁠⁠⁠⁠,kawacom uganda ltd,200,12000 kg,2016,Washed / Wet,Green,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,0.11,0,0,1,m,1750,1750,1750,84.5
161,Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,,yunnan coffee exchange,3,60 kg,2015,Washed / Wet,Green,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,0.1,0,0,1,m,1680,1680,1680,84.5
162,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,5-114-0170,coopetarrazú.r.l,250,1 lbs,2014,Washed / Wet,Green,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,0.11,0,0,0,m,1700,1700,1700,84.5
163,Arabica,federacion nacional de cafeteros,Colombia,,Jan-08,federacion nacional de cafeteros,275,2 kg,2015/2016,Washed / Wet,Green,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,0.12,1,0,0,m,1800,1800,1800,84.5
164,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,2 kg,2013,Washed / Wet,Green,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,0,0,0,2,m,1100,1100,1100,84.5
165,Arabica,juan luis alvarado romero,Guatemala,el sacramento,11/23/0398,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,0.11,0,0,2,ft,1310.64,1310.64,1310.64,84.5
166,Arabica,dream together,Kenya,rumukia farmers,,dream together co. ltd,235,60 kg,2012,Washed / Wet,Blue-Green,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,0.11,0,0,0,m,2000,2000,2000,84.5
167,Arabica,maria imelda uscanga martinez,Mexico,la barranca,1104548679,,56,1 kg,2012,Washed / Wet,Green,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,0.12,0,0,0,m,1350,1350,1350,84.5
168,Arabica,alfredo bojalil,Mexico,finca el retiro,2222,ecomtrading,250,1 kg,2012,Washed / Wet,,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,0.11,0,0,4,m,1500,1500,1500,84.5
169,Arabica,juan luis alvarado romero,Guatemala,nueva granada,11/326/06,"transcafe, s.a",250,69 kg,2012,Washed / Wet,Green,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,0.11,0,0,2,m,NA,NA,NA,84.5
170,Arabica,daniel friedlander,Brazil,,mmm,,27,60 kg,mmm,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,0,0,0,4,m,NA,NA,NA,84.5
171,Arabica,alexandra katona-carroll,Brazil,,TEST,,320,60 kg,TEST,,,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,0,2,0,0,m,NA,NA,NA,84.5
172,Arabica,max gurdian,Costa Rica,several farmers,5-0015-0231,beneficios volcafé costa rica,275,69 kg,2016,Washed / Wet,Blue-Green,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,0.1,0,0,3,m,1300,1300,1300,84.42
173,Arabica,aulia arif syahri,Indonesia,darmawi,To be advice,pt. olam indonesia,200,30 kg,2017,Other,Blue-Green,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,0,0,0,3,m,1400,1400,1400,84.42
174,Arabica,carcafe ltda ci,Colombia,,3-59-0318,carcafe ltda,304,35 kg,2015/2016,Natural / Dry,Green,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,0,0,0,1,m,NA,NA,NA,84.42
175,Arabica,racafe & cia s.c.a,Colombia,,3-37-2940,racafe & cia s.c.a,275,70 kg,2014,Washed / Wet,Green,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,0,0,0,3,m,1600,1950,1775,84.42
176,Arabica,kao ming lee,Taiwan,tropica galliard,Taiwan,tropica galliard,2,2 kg,2012,Washed / Wet,Blue-Green,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,0.11,0,0,0,m,1200,1200,1200,84.42
177,Arabica,kona pacific farmers cooperative,United States (Hawaii),,2234501 KONA FANCY,kona pacific farmers cooperative,5,100 lbs,2012,Natural / Dry,Blue-Green,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,0.11,0,0,1,ft,NA,NA,NA,84.42
178,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,1506545936,finca hamburgo,69,1 kg,2012,Washed / Wet,,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,0.12,2,0,4,m,900,900,900,84.42
179,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,010/0157,,360,6 kg,2009/2010,,,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,0.2,0,0,2,m,NA,NA,NA,84.42
180,Arabica,lydiah mwangi,Kenya,kigwandi,,c dorman ltd,150,60 kg,2017 / 2018,Washed / Wet,Green,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,0.11,0,0,4,m,1800,1800,1800,84.33
181,Arabica,bismarck castro,Honduras,las cuchillas,13-111-023,cigrah s.a de c.v,275,66 kg,2016,,Green,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,0.1,0,0,3,m,1500,1500,1500,84.33
182,Arabica,raúl vargas,Colombia,,03-05-0845,skn caribecafe ltda,275,70 kg,2016,Washed / Wet,Green,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,0,0,3,5,m,NA,NA,NA,84.33
183,Arabica,bismarck castro,Honduras,los hicaques,13-111-032,cigrah s.a de c.v,275,69 kg,2016,Washed / Wet,Green,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,0.11,0,1,2,m,1500,1500,1500,84.33
184,Arabica,racafe & cia s.c.a,Colombia,,3-37-1704,racafe & cia s.c.a,275,70 kg,2016,,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,0,0,2,4,m,NA,NA,NA,84.33
185,Arabica,carcafe ltda ci,Colombia,,3-59-2235,carcafe ltda,250,70 kg,2015,Natural / Dry,Green,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,0.11,6,0,0,m,442,442,442,84.33
186,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0225,exportadora de cafe condor s.a,275,70 kg,2013,Washed / Wet,Green,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,0,0,0,0,m,1800,1800,1800,84.33
187,Arabica,victor hugo melchor cordova,Mexico,la distancia,1506680144,,100,80 kg,2012,Washed / Wet,Blue-Green,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,0.12,0,0,1,m,1700,1700,1700,84.33
188,Arabica,nucoffee,Brazil,santa alina,,,75,60 kg,2011,,,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,0,0,0,4,m,1200,1350,1275,84.33
189,Arabica,nucoffee,Brazil,fazenda baipendi,002/1251/0360,,80,60 kg,2011,,,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,0.02,0,0,2,m,900,1200,1050,84.33
190,Arabica,benjamin schmerler,Ethiopia,,,,1,132 lbs,,,,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,0,0,0,1,ft,1097.28,1889.76,1493.52,84.33
191,Arabica,the coffee source inc.,Guatemala,las minas,11-897-10,,250,1,December 2009-March 2010,,,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,0.04,1,0,1,ft,1341.12,1432.56,1386.84,84.33
192,Arabica,"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,Taiwan,taiwan coffee laboratory,10,5 kg,2016,Washed / Wet,Blue-Green,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,0.12,0,0,0,m,1000,1000,1000,84.25
193,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,,matsuzawa coffee,20,25 kg,2015,Natural / Dry,Green,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,0.12,0,0,0,m,1200,1200,1200,84.25
194,Arabica,carcafe ltda ci,Colombia,,3-59-3461,carcafe ltda,275,70 kg,2016,Natural / Dry,Green,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,0.11,0,0,2,m,2560,2560,2560,84.25
195,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/59,"siembras vision, s.a.",230,69 kg,2016,Washed / Wet,Green,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,0.11,0,4,4,m,1500,1500,1500,84.25
196,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,exportcafe,275,69 kg,2015,Washed / Wet,Green,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,0.1,0,0,1,ft,1099.4136,1099.4136,1099.4136,84.25
197,Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,3,60 kg,2015,Natural / Dry,Green,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,0.1,0,0,1,m,1400,1400,1400,84.25
198,Arabica,racafe & cia s.c.a,Colombia,,3-37-0637,racafe & cia s.c.a,275,70 kg,2015,Washed / Wet,Green,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,0.11,0,0,3,m,1600,1950,1775,84.25
199,Arabica,racafe & cia s.c.a,Colombia,,3-37-4823,racafe & cia s.c.a,248,70 kg,2015,Washed / Wet,Green,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,0.12,4,0,2,m,1600,1950,1775,84.25
200,Arabica,federacion nacional de cafeteros,Colombia,,Jan-76,federacion nacional de cafeteros,275,2 kg,2015/2016,Washed / Wet,Green,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,0.12,0,0,0,m,1800,1800,1800,84.25
201,Arabica,carcafe ltda ci,Colombia,,3-59-2270,carcafe ltda,250,70 kg,2015,Natural / Dry,Green,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,0.12,3,0,0,m,442,442,442,84.25
202,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",jacksom mwasenga,C46,tembo coffee company ltd,10,60 kg,2014,Washed / Wet,Green,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,0.12,0,0,7,m,1620,1620,1620,84.25
203,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",suma jkt itende,C12,taylor winch (t) ltd,65,60 kg,2014,Washed / Wet,Green,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,0.12,0,0,2,m,1600,1600,1600,84.25
204,Arabica,juan luis alvarado romero,Guatemala,el papaturro,11/23/0561,"unex guatemala, s.a.",250,69 kg,2014,Other,Green,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,0.1,0,0,1,ft,1219.2,1219.2,1219.2,84.25
205,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0290,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,0.11,0,0,2,m,1700,1700,1700,84.25
206,Arabica,kona pacific farmers cooperative,United States (Hawaii),,2230302 KONA NO. 1,kona pacific farmers cooperative,7,100 lbs,2012,Natural / Dry,Bluish-Green,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,0.11,1,0,1,ft,NA,NA,NA,84.25
207,Arabica,jesus salazar velasco,Mexico,pante carajillo,0,carajillo café sa de cv,10,1 kg,2012,Semi-washed / Semi-pulped,Green,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,0.12,0,0,1,m,1450,1450,1450,84.25
208,Arabica,manuel herrera juarez,Mexico,finca los barreales,1,,20,1 kg,2012,Washed / Wet,Green,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,0.12,0,0,0,m,1170,1170,1170,84.25
209,Arabica,alfredo bojalil,Mexico,finca santa teresa,2222,ecomtrading,250,1 kg,2012,Washed / Wet,Bluish-Green,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,0.1,0,0,4,m,1400,1400,1400,84.25
210,Arabica,afca,Uganda,,x,bukonzo joint cfs,1,60 kg,2012,Natural / Dry,Green,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,0.13,4,0,29,m,1700,1700,1700,84.25
211,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0365,"unex guatemala, s.a.",50,69 kg,2017,Washed / Wet,Green,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,0.13,0,0,1,m,1700,1700,1700,84.17
212,Arabica,racafe & cia s.c.a,Colombia,,3-37-3825,racafe & cia s.c.a,250,70 kg,2016,Washed / Wet,Green,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,0,0,0,2,m,NA,NA,NA,84.17
213,Arabica,wayner jimenez,Costa Rica,los girasoles,5-818-0450,exclusive coffee - costa rica,150,69 kg,2016,Washed / Wet,Bluish-Green,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,0.09,0,0,2,m,1700,1700,1700,84.17
214,Arabica,juan luis alvarado romero,Guatemala,finca la joya,11/52/1170,exportcafe,275,69 kg,2016,Washed / Wet,Green,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,0.11,0,0,6,ft,1116.7872,1116.7872,1116.7872,84.17
215,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/01,cafcom,377,69 kg,2016,Washed / Wet,Green,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,0.1,0,1,10,m,1565,1565,1565,84.17
216,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0335,"unex guatemala, s.a.",130,69 kg,2016,Washed / Wet,Green,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0.1,0,0,2,m,3280,3280,3280,84.17
217,Arabica,racafe & cia s.c.a,Colombia,,3-37-4173,racafe & cia s.c.a,275,70 kg,2015,Washed / Wet,Bluish-Green,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,0,0,0,0,m,1600,1950,1775,84.17
218,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,017/176/165,cooperativa el gorrion r.l,275,2 kg,2015,Natural / Dry,Bluish-Green,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,0.12,0,0,0,m,900,1100,1000,84.17
219,Arabica,cafebras,Brazil,pantano,002/1495/0607,cafebras comercio de cafés do brasil sa,305,59 kg,2015,Natural / Dry,,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,0,0,0,16,m,1150,1150,1150,84.17
220,Arabica,"ceca, s.a.",Costa Rica,gamboa,5-025-0111,"ceca,s.a.",320,69 kg,2014,Washed / Wet,Blue-Green,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,0,0,0,0,m,1850,1850,1850,84.17
221,Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,2014/15,asefa dukamo coffee plantetion,320,60 kg,2014,Natural / Dry,Green,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,0.1,0,0,5,m,1545,1668,1606.5,84.17
222,Arabica,selian coffee estate,"Tanzania, United Republic Of",selian coffee estate,C31,selian coffee estate,10,60 kg,2014,Washed / Wet,Green,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,0.13,0,0,0,m,1400,1400,1400,84.17
223,Arabica,olam agro colombia,Colombia,,329,olam international ltd,250,1 kg,2014/2015,Washed / Wet,Green,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,0.12,0,0,4,m,1530,1530,1530,84.17
224,Arabica,chris finch,Guatemala,,11/43984/0001,volcafe specialty coffee,275,5 lbs,2013,Washed / Wet,Bluish-Green,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,0.11,0,0,0,m,NA,NA,NA,84.17
225,Arabica,itochu corporation,Kenya,,37-0569-2730,taylor winch (coffee) ltd,300,18000 kg,2013,Washed / Wet,Green,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,0.08,0,0,0,m,1,500,250.5,84.17
226,Arabica,owen carver,Brazil,café do paraíso,not assigned,café do paraíso,1,2 kg,2012,Natural / Dry,Green,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,0.11,0,0,3,m,894,1183,1038.5,84.17
